mark,userName,p_id,tag,submited,passing_rate,level,mark_idx,userName_idx,p_id_idx,level_idx,submited_idx,passing_rate_idx
Unaccepted,杨阳理论和,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2309,17,5,17,15
Unaccepted,wrydwcy,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2203,17,5,17,15
Unaccepted,huhuan,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2310,17,5,17,15
Accepted,18050216063hr,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2311,17,5,17,15
Unaccepted,weilan微澜,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2312,17,5,17,15
Accepted,chenpi2612,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2313,17,5,17,15
Unaccepted,OIer_LZX,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2314,17,5,17,15
Unaccepted,知名西瓜,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2315,17,5,17,15
Unaccepted,LRC0511,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2316,17,5,17,15
Accepted,chengzhiyu蒻蒟,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2317,17,5,17,15
Unaccepted,mcy_co,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2318,17,5,17,15
Unaccepted,l_k_m,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2319,17,5,17,15
Accepted,碎光,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2002,17,5,17,15
Accepted,showstarpro,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2320,17,5,17,15
Unaccepted,shdqcdsn,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2321,17,5,17,15
Accepted,Triple_Miracle,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2322,17,5,17,15
Unaccepted,xuandingxin3261,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,1460,17,5,17,15
Unaccepted,cn_zkrn,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2041,17,5,17,15
Accepted,小脸爱冚剑,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,1461,17,5,17,15
Accepted,AK_Zero,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2323,17,5,17,15
Unaccepted,别天神,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,1943,17,5,17,15
Unaccepted,dxytw89,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2324,17,5,17,15
Accepted,Ohmygod,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2325,17,5,17,15
Accepted,小小程序猿,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2326,17,5,17,15
Accepted,jccccccc,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,492,17,5,17,15
Accepted,Huan_Z,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2327,17,5,17,15
Unaccepted,moonstaring,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2328,17,5,17,15
Unaccepted,涵_orb,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2329,17,5,17,15
Unaccepted,LX920106840422,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2330,17,5,17,15
Unaccepted,邓梅花h,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2331,17,5,17,15
Unaccepted,NinjaAqua,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2332,17,5,17,15
Unaccepted,xh920106840409,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2333,17,5,17,15
Unaccepted,苏家鑫,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2334,17,5,17,15
Unaccepted,WHY919113250213,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2335,17,5,17,15
Unaccepted,ZRJ920106840443,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2336,17,5,17,15
Accepted,billgreen,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2337,17,5,17,15
Unaccepted,creink_hyf,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,1946,17,5,17,15
Unaccepted,920106840433WH,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2338,17,5,17,15
Unaccepted,NJUST920106840103,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2339,17,5,17,15
Unaccepted,WLin_,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2340,17,5,17,15
Accepted,SD920106840507,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2341,17,5,17,15
Accepted,天不生我二狗,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2342,17,5,17,15
Accepted,920106970129QJY,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2343,17,5,17,15
Accepted,zlh920106840446,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2344,17,5,17,15
Unaccepted,sxy920106840134,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2345,17,5,17,15
Unaccepted,CH920106840501,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2346,17,5,17,15
Accepted,Maxmilite,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2347,17,5,17,15
Unaccepted,xianyuhui_,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2348,17,5,17,15
Unaccepted,WPF920106840432,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,2349,17,5,17,15
Unaccepted,19101987h,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,1959,17,5,17,15
Accepted,CWL920106840114,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2350,17,5,17,15
Accepted,920106840418JY,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2351,17,5,17,15
Accepted,Amy28,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2352,17,5,17,15
Unaccepted,qiujunda,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,0,1960,17,5,17,15
Accepted,况ACE,P1022,"NOIp普及组
2000",67.9,0.29,普及/提高-,1,2353,17,5,17,15
Unaccepted,IWillBeTechnologist,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2125,18,5,18,10
Accepted,_111,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,682,18,5,18,10
Unaccepted,life4gal,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1493,18,5,18,10
Unaccepted,GC_XBY,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,524,18,5,18,10
Accepted,yuxuanfeiyang,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,604,18,5,18,10
Unaccepted,languageleo,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1867,18,5,18,10
Accepted,江秋和川,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2354,18,5,18,10
Accepted,lrz20090730,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,628,18,5,18,10
Accepted,Hacket,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,636,18,5,18,10
Accepted,leoy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2355,18,5,18,10
Unaccepted,ackerman,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2356,18,5,18,10
Unshown,,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,2,46,18,5,18,10
Unaccepted,123abcjkluio,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2357,18,5,18,10
Unaccepted,谦谦谦谦,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2358,18,5,18,10
Accepted,碎光,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2002,18,5,18,10
Accepted,qzhwyemanlin,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2359,18,5,18,10
Accepted,青莲梵音,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1457,18,5,18,10
Unaccepted,xinzimin,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1807,18,5,18,10
Accepted,wangtianrui,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2360,18,5,18,10
Unaccepted,别天神,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1943,18,5,18,10
Accepted,懿宁,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,758,18,5,18,10
Unaccepted,xsw36,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2361,18,5,18,10
Accepted,xianzhi,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1444,18,5,18,10
Unaccepted,wasdzxc,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1925,18,5,18,10
Accepted,tangyuqiang,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1196,18,5,18,10
Unaccepted,dxytw89,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2324,18,5,18,10
Accepted,onlysky_yy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2362,18,5,18,10
Unaccepted,guoyifan111,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2119,18,5,18,10
Unaccepted,呐呐是笨笨,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1317,18,5,18,10
Accepted,myh20100601,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1445,18,5,18,10
Unaccepted,20200505205吴心悦,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2363,18,5,18,10
Accepted,huangdou531,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2299,18,5,18,10
Accepted,Bezime,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2364,18,5,18,10
Accepted,liangjq,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1976,18,5,18,10
Accepted,苏家鑫,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2334,18,5,18,10
Unaccepted,lhl13888668895,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,115,18,5,18,10
Accepted,小脸爱冚剑,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1461,18,5,18,10
Accepted,小小程序猿,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2326,18,5,18,10
Unaccepted,king_of_galaxy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1967,18,5,18,10
Unaccepted,死神_Star,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2365,18,5,18,10
Accepted,lnlhm,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1937,18,5,18,10
Accepted,bonnieyang666,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1935,18,5,18,10
Accepted,ztc1118,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2366,18,5,18,10
Unaccepted,Triple_Miracle,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2322,18,5,18,10
Accepted,zmx1202,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2367,18,5,18,10
Accepted,19101987h,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1959,18,5,18,10
Accepted,qiujunda,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1960,18,5,18,10
Accepted,qwcdim,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1971,18,5,18,10
Accepted,青春恰自来,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2368,18,5,18,10
Unaccepted,huhuan,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2310,18,5,18,10
Accepted,小喵COT,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1978,18,5,18,10
Accepted,gzmiller,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2369,18,5,18,10
Accepted,deng888,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2062,18,5,18,10
Accepted,王章禾庭,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1816,18,5,18,10
Accepted,20191033love20191002,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1471,18,5,18,10
Accepted,YUE_djwao,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2370,18,5,18,10
Accepted,sqh_let_it_be,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2371,18,5,18,10
Accepted,aaac,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2372,18,5,18,10
Accepted,老卡手机,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2373,18,5,18,10
Unaccepted,不爱刷题大佬,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1450,18,5,18,10
Accepted,a1438448,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1924,18,5,18,10
Accepted,45中信息王老师,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1512,18,5,18,10
Accepted,XIESHEN,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1482,18,5,18,10
Accepted,ck1902,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1484,18,5,18,10
Accepted,暴走的狄克,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2374,18,5,18,10
Accepted,马羽宸,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2375,18,5,18,10
Accepted,shx上善若水,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1250,18,5,18,10
Accepted,Floreciente0730,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1500,18,5,18,10
Unaccepted,as19y,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2376,18,5,18,10
Accepted,His_Victory,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2377,18,5,18,10
Unaccepted,longlongDmoom,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1499,18,5,18,10
Unaccepted,onemorelight23,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2378,18,5,18,10
Accepted,2002lh,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2379,18,5,18,10
Accepted,ss2969wssb,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2380,18,5,18,10
Unaccepted,TOP恶意,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2381,18,5,18,10
Accepted,ZZN1204,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,324,18,5,18,10
Unaccepted,私号私用,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2382,18,5,18,10
Accepted,syc2008,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1508,18,5,18,10
Accepted,海格岩link,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1539,18,5,18,10
Accepted,NAMU,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2383,18,5,18,10
Unaccepted,邱苏怡Echo666666,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1545,18,5,18,10
Unaccepted,NobodyThere,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2384,18,5,18,10
Unaccepted,hoapoc,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2385,18,5,18,10
Accepted,罗梓豪妈妈,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1513,18,5,18,10
Accepted,LAG_121,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1520,18,5,18,10
Accepted,洛杉矶,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1514,18,5,18,10
Accepted,郭梁,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1537,18,5,18,10
Accepted,123gogogo,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1526,18,5,18,10
Accepted,stan_vegetable,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2386,18,5,18,10
Unaccepted,huaxingyuan,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2387,18,5,18,10
Accepted,土块卢本伟,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1577,18,5,18,10
Accepted,juicee,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2388,18,5,18,10
Accepted,Shmilyyyyyyy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2389,18,5,18,10
Accepted,19信二成宇洁,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2390,18,5,18,10
Accepted,19信一王海,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2391,18,5,18,10
Accepted,a15669709868,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2392,18,5,18,10
Unaccepted,wangtengbiao,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2393,18,5,18,10
Accepted,yezixin200110,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2394,18,5,18,10
Unaccepted,Senjougahara_Koyomi,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2395,18,5,18,10
Accepted,刀锋上的人,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2396,18,5,18,10
Accepted,ZZZ2007,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1531,18,5,18,10
Accepted,maxchen,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2236,18,5,18,10
Accepted,54fwk,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1458,18,5,18,10
Accepted,红,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1224,18,5,18,10
Accepted,杨锦泽,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2397,18,5,18,10
Unaccepted,Leo1230000,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2398,18,5,18,10
Accepted,fdsf40,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2399,18,5,18,10
Accepted,abcjarvis20100415,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1572,18,5,18,10
Accepted,zzx23362838,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1558,18,5,18,10
Unaccepted,favorites,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2400,18,5,18,10
Unaccepted,NNHHKK,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2401,18,5,18,10
Accepted,xinziming,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1507,18,5,18,10
Unaccepted,mq20202,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1573,18,5,18,10
Accepted,AX_Determination,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1565,18,5,18,10
Unaccepted,爱兮年,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2402,18,5,18,10
Unaccepted,haczyangchenxi,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2403,18,5,18,10
Accepted,Syxxhxh3,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1559,18,5,18,10
Unaccepted,jingkongwanglimiaoa,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2016,18,5,18,10
Accepted,wippk,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2404,18,5,18,10
Accepted,TheInclude,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1532,18,5,18,10
Unaccepted,illxzzz,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2405,18,5,18,10
Accepted,stdtr1,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2406,18,5,18,10
Accepted,MagicQ,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2407,18,5,18,10
Unaccepted,lovely_ckj,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2408,18,5,18,10
Accepted,五字不行,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2409,18,5,18,10
Accepted,SZY123456,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1568,18,5,18,10
Accepted,God_for_sake,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2410,18,5,18,10
Unaccepted,shino20002000,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1571,18,5,18,10
Unaccepted,yuzhouhua70,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2411,18,5,18,10
Unaccepted,CCCHJR,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2412,18,5,18,10
Accepted,weibomy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1579,18,5,18,10
Accepted,张睿豪1,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2413,18,5,18,10
Unknown Error,伟人LJB,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,6,1562,18,5,18,10
Accepted,Capricornus,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1574,18,5,18,10
Unaccepted,starl1ght,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2414,18,5,18,10
Unaccepted,Timon080923,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2415,18,5,18,10
Accepted,18196622579jyq,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1584,18,5,18,10
Unaccepted,skyの影Zi,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1566,18,5,18,10
Accepted,海瞳123,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2416,18,5,18,10
Unaccepted,202003150607zjut,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2417,18,5,18,10
Unaccepted,whitekid,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2418,18,5,18,10
Accepted,可爱的刘泰宏,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1589,18,5,18,10
Accepted,songhx,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2419,18,5,18,10
Accepted,何处生笙声,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2420,18,5,18,10
Unaccepted,Ted何家乐,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2421,18,5,18,10
Accepted,洛阳尘歆,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2422,18,5,18,10
Accepted,zxc5810406,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2423,18,5,18,10
Accepted,伪装学渣,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1586,18,5,18,10
Unaccepted,dengtingyu,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2424,18,5,18,10
Accepted,z2019320846,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2425,18,5,18,10
Unaccepted,江清夜幕,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2426,18,5,18,10
Unaccepted,XWD070719,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,649,18,5,18,10
Unknown Error,Andybean,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,6,2427,18,5,18,10
Unaccepted,q2654774211,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2428,18,5,18,10
Unaccepted,whyxsy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2429,18,5,18,10
Unaccepted,张涵奕,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2430,18,5,18,10
Accepted,Mickey_White,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2431,18,5,18,10
Accepted,巨力伽罗,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,1504,18,5,18,10
Unknown Error,Lyh56789,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,6,2432,18,5,18,10
Accepted,严一菲,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2433,18,5,18,10
Accepted,zzhpptt,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2434,18,5,18,10
Accepted,zhengboxuan0611,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2435,18,5,18,10
Accepted,liweiqing,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2436,18,5,18,10
Accepted,柠乐Rush,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2437,18,5,18,10
Unaccepted,alexbear103,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2438,18,5,18,10
Accepted,元宝123456,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2439,18,5,18,10
Accepted,WWWiccid,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2440,18,5,18,10
Accepted,Simonom,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2441,18,5,18,10
Accepted,88mmFlak,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2442,18,5,18,10
Accepted,scuderia_ferrari,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2443,18,5,18,10
Unaccepted,___陈浩南___,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,1470,18,5,18,10
Accepted,马化腾,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2444,18,5,18,10
Unaccepted,kyuuso,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2445,18,5,18,10
Unaccepted,落叶飘扬,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2446,18,5,18,10
Unaccepted,so_weak,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2447,18,5,18,10
Accepted,sunshine被注册了,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2448,18,5,18,10
Accepted,liusu123456,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2120,18,5,18,10
Accepted,jhy200811,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2449,18,5,18,10
Unaccepted,levi0129,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2450,18,5,18,10
Unaccepted,xyx666,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,0,2451,18,5,18,10
Accepted,Mark_Miao,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2452,18,5,18,10
Unknown Error,Acereal_GG,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,6,2453,18,5,18,10
Accepted,zyzyzyzy,P1023,"NOIp普及组
2000",27.01,0.37,普及/提高-,1,2454,18,5,18,10
Accepted,婺落111,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,1595,19,0,19,16
Accepted,帅气的小傻缺,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,2455,19,0,19,16
Accepted,hey_lemon,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,1187,19,0,19,16
Accepted,forestrabbit,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,2456,19,0,19,16
Accepted,_111,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,682,19,0,19,16
Accepted,LB小白,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,1603,19,0,19,16
Unaccepted,hygge_,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,0,2457,19,0,19,16
Accepted,yang_zifan,P1024,"NOIp提高组
2001(或之前)",63.76,0.41,入门,1,1205,19,0,19,16
