mark,userName,p_id,tag,submited,passing_rate,level,mark_idx,userName_idx,p_id_idx,level_idx,submited_idx,passing_rate_idx
Unaccepted,codejesus_young,P1000,,503.06,0.39,入门,0,0,0,0,0,0
Unaccepted,zhijieS,P1000,,503.06,0.39,入门,0,1,0,0,0,0
Accepted,wanghj25,P1000,,503.06,0.39,入门,1,2,0,0,0,0
Accepted,zhouyongqiang,P1000,,503.06,0.39,入门,1,3,0,0,0,0
Unaccepted,SJY001,P1000,,503.06,0.39,入门,0,4,0,0,0,0
Unaccepted,qwxxx,P1000,,503.06,0.39,入门,0,5,0,0,0,0
Accepted,suoh123,P1000,,503.06,0.39,入门,1,6,0,0,0,0
Accepted,一起吃饭,P1000,,503.06,0.39,入门,1,7,0,0,0,0
Accepted,jynf,P1000,,503.06,0.39,入门,1,8,0,0,0,0
Unaccepted,xccmy,P1000,,503.06,0.39,入门,0,9,0,0,0,0
Unaccepted,jkljhh,P1000,,503.06,0.39,入门,0,10,0,0,0,0
Accepted,gongchuqiao,P1000,,503.06,0.39,入门,1,11,0,0,0,0
Accepted,Andy123456,P1000,,503.06,0.39,入门,1,12,0,0,0,0
Unaccepted,hty20940136,P1000,,503.06,0.39,入门,0,13,0,0,0,0
Unaccepted,Liutianyou93,P1000,,503.06,0.39,入门,0,14,0,0,0,0
Unaccepted,ll1641589503,P1000,,503.06,0.39,入门,0,15,0,0,0,0
Accepted,abcba12321,P1000,,503.06,0.39,入门,1,16,0,0,0,0
Accepted,555555ly,P1000,,503.06,0.39,入门,1,17,0,0,0,0
Unaccepted,zhangruoli,P1000,,503.06,0.39,入门,0,18,0,0,0,0
Accepted,Jeffjiang,P1000,,503.06,0.39,入门,1,19,0,0,0,0
Unaccepted,learnCoding,P1000,,503.06,0.39,入门,0,20,0,0,0,0
Unaccepted,jiaowoxiaokuai111,P1000,,503.06,0.39,入门,0,21,0,0,0,0
Unaccepted,Houmang2009,P1000,,503.06,0.39,入门,0,22,0,0,0,0
Accepted,2087210589ljl,P1000,,503.06,0.39,入门,1,23,0,0,0,0
Unaccepted,weizhuang329,P1000,,503.06,0.39,入门,0,24,0,0,0,0
Accepted,蒟蒻liaoyichen,P1000,,503.06,0.39,入门,1,25,0,0,0,0
Accepted,_LUOGU_USER_,P1000,,503.06,0.39,入门,1,26,0,0,0,0
Unaccepted,Downroad_FutureSnow,P1000,,503.06,0.39,入门,0,27,0,0,0,0
Unaccepted,xjtu2019jh,P1000,,503.06,0.39,入门,0,28,0,0,0,0
Accepted,钰光莎莎123,P1000,,503.06,0.39,入门,1,29,0,0,0,0
Accepted,Taozhiyaoyao250,P1000,,503.06,0.39,入门,1,30,0,0,0,0
Unaccepted,gentlemans1,P1000,,503.06,0.39,入门,0,31,0,0,0,0
Unaccepted,张亚利,P1000,,503.06,0.39,入门,0,32,0,0,0,0
Unaccepted,disappoint,P1000,,503.06,0.39,入门,0,33,0,0,0,0
Unaccepted,Litsev,P1000,,503.06,0.39,入门,0,34,0,0,0,0
Accepted,shuxing,P1000,,503.06,0.39,入门,1,35,0,0,0,0
Unaccepted,larrygao,P1000,,503.06,0.39,入门,0,36,0,0,0,0
Accepted,zhanghaoyuan,P1000,,503.06,0.39,入门,1,37,0,0,0,0
Accepted,千手修罗,P1000,,503.06,0.39,入门,1,38,0,0,0,0
Accepted,qaz20020816,P1000,,503.06,0.39,入门,1,39,0,0,0,0
Unaccepted,tju186,P1000,,503.06,0.39,入门,0,40,0,0,0,0
Unaccepted,r7o7l7a7n7d,P1000,,503.06,0.39,入门,0,41,0,0,0,0
Unaccepted,lilyli,P1000,,503.06,0.39,入门,0,42,0,0,0,0
Accepted,luanshangbo,P1000,,503.06,0.39,入门,1,43,0,0,0,0
Accepted,爱学习嘀嘀,P1000,,503.06,0.39,入门,1,44,0,0,0,0
Unaccepted,LISTENR,P1000,,503.06,0.39,入门,0,45,0,0,0,0
Unshown,,P1000,,503.06,0.39,入门,2,46,0,0,0,0
Unaccepted,_晓风残月_,P1000,,503.06,0.39,入门,0,47,0,0,0,0
Unaccepted,3435814075ykj,P1000,,503.06,0.39,入门,0,48,0,0,0,0
Unaccepted,xingjiahui,P1000,,503.06,0.39,入门,0,49,0,0,0,0
Unaccepted,瀚海信竟dhy,P1000,,503.06,0.39,入门,0,50,0,0,0,0
Accepted,志臻叶雨萌,P1000,,503.06,0.39,入门,1,51,0,0,0,0
Accepted,Renga丶,P1000,,503.06,0.39,入门,1,52,0,0,0,0
Unaccepted,wangwenyu1,P1000,,503.06,0.39,入门,0,53,0,0,0,0
Unaccepted,stranger_74,P1000,,503.06,0.39,入门,0,54,0,0,0,0
Accepted,李浩罡,P1000,,503.06,0.39,入门,1,55,0,0,0,0
Accepted,尤为突出,P1000,,503.06,0.39,入门,1,56,0,0,0,0
Accepted,yingjingxu,P1000,,503.06,0.39,入门,1,57,0,0,0,0
Unaccepted,Fuxr,P1000,,503.06,0.39,入门,0,58,0,0,0,0
Accepted,EPICETERNITY,P1000,,503.06,0.39,入门,1,59,0,0,0,0
Accepted,公爵阁下,P1000,,503.06,0.39,入门,1,60,0,0,0,0
Unaccepted,Lucifer1,P1000,,503.06,0.39,入门,0,61,0,0,0,0
Unaccepted,qw12m,P1000,,503.06,0.39,入门,0,62,0,0,0,0
Accepted,maxhjz,P1000,,503.06,0.39,入门,1,63,0,0,0,0
Unaccepted,sanoge,P1000,,503.06,0.39,入门,0,64,0,0,0,0
Accepted,Kenny0309,P1000,,503.06,0.39,入门,1,65,0,0,0,0
Unaccepted,AusnUnia,P1000,,503.06,0.39,入门,0,66,0,0,0,0
Unaccepted,飒飒,P1000,,503.06,0.39,入门,0,67,0,0,0,0
Unaccepted,leukocyte,P1000,,503.06,0.39,入门,0,68,0,0,0,0
Unaccepted,cgy陈冠宇,P1000,,503.06,0.39,入门,0,69,0,0,0,0
Accepted,自由的小鱼,P1000,,503.06,0.39,入门,1,70,0,0,0,0
Accepted,旋风游侠,P1000,,503.06,0.39,入门,1,71,0,0,0,0
Unaccepted,wryyyyyyyy,P1000,,503.06,0.39,入门,0,72,0,0,0,0
Accepted,Ai_Kurumi33,P1000,,503.06,0.39,入门,1,73,0,0,0,0
Unaccepted,—_—_—_,P1000,,503.06,0.39,入门,0,74,0,0,0,0
Unaccepted,Bill2020,P1000,,503.06,0.39,入门,0,75,0,0,0,0
Accepted,shenlan1226,P1000,,503.06,0.39,入门,1,76,0,0,0,0
Unaccepted,Chrora,P1000,,503.06,0.39,入门,0,77,0,0,0,0
Accepted,时光胶囊,P1000,,503.06,0.39,入门,1,78,0,0,0,0
Unaccepted,RainBridge,P1000,,503.06,0.39,入门,0,79,0,0,0,0
Unaccepted,张格瑞gary,P1000,,503.06,0.39,入门,0,80,0,0,0,0
Unaccepted,siuver,P1000,,503.06,0.39,入门,0,81,0,0,0,0
Accepted,baishengmen,P1000,,503.06,0.39,入门,1,82,0,0,0,0
Accepted,计算机洪晓东,P1000,,503.06,0.39,入门,1,83,0,0,0,0
Unaccepted,tianmaozhen,P1000,,503.06,0.39,入门,0,84,0,0,0,0
Unaccepted,Bright0427,P1000,,503.06,0.39,入门,0,85,0,0,0,0
Unaccepted,z97155,P1000,,503.06,0.39,入门,0,86,0,0,0,0
Unaccepted,T193630644,P1000,,503.06,0.39,入门,0,87,0,0,0,0
Unaccepted,痴梦师,P1000,,503.06,0.39,入门,0,88,0,0,0,0
Unaccepted,李坤璘,P1000,,503.06,0.39,入门,0,89,0,0,0,0
Accepted,wei189299,P1000,,503.06,0.39,入门,1,90,0,0,0,0
Accepted,Red_Lantern,P1000,,503.06,0.39,入门,1,91,0,0,0,0
Accepted,m201923,P1000,,503.06,0.39,入门,1,92,0,0,0,0
Accepted,柑普0615,P1000,,503.06,0.39,入门,1,93,0,0,0,0
Accepted,Eva_pan,P1000,,503.06,0.39,入门,1,94,0,0,0,0
Unaccepted,Harry_0802,P1000,,503.06,0.39,入门,0,95,0,0,0,0
Accepted,zzh是hh,P1000,,503.06,0.39,入门,1,96,0,0,0,0
Accepted,xhl_338,P1000,,503.06,0.39,入门,1,97,0,0,0,0
Unaccepted,KWK942647,P1000,,503.06,0.39,入门,0,98,0,0,0,0
Unaccepted,0x9Nu,P1000,,503.06,0.39,入门,0,99,0,0,0,0
Unaccepted,ABLT,P1000,,503.06,0.39,入门,0,100,0,0,0,0
Unaccepted,学废了学废了,P1000,,503.06,0.39,入门,0,101,0,0,0,0
Unaccepted,puichingabc12345,P1000,,503.06,0.39,入门,0,102,0,0,0,0
Accepted,Scandium123,P1000,,503.06,0.39,入门,1,103,0,0,0,0
Unaccepted,C216PHY,P1000,,503.06,0.39,入门,0,104,0,0,0,0
Unaccepted,pppqqc,P1000,,503.06,0.39,入门,0,105,0,0,0,0
Accepted,zouxiang,P1000,,503.06,0.39,入门,1,106,0,0,0,0
Unaccepted,ljx19971013,P1000,,503.06,0.39,入门,0,107,0,0,0,0
Unaccepted,zxych001,P1000,,503.06,0.39,入门,0,108,0,0,0,0
Unaccepted,dy20100406,P1000,,503.06,0.39,入门,0,109,0,0,0,0
Unaccepted,lemmmm,P1000,,503.06,0.39,入门,0,110,0,0,0,0
Unaccepted,Harker,P1000,,503.06,0.39,入门,0,111,0,0,0,0
Unaccepted,KABB,P1000,,503.06,0.39,入门,0,112,0,0,0,0
Unaccepted,张客宇code,P1000,,503.06,0.39,入门,0,113,0,0,0,0
Accepted,Daises,P1000,,503.06,0.39,入门,1,114,0,0,0,0
Accepted,lhl13888668895,P1000,,503.06,0.39,入门,1,115,0,0,0,0
Unaccepted,qiuxiong1590,P1000,,503.06,0.39,入门,0,116,0,0,0,0
Accepted,wzqxx,P1000,,503.06,0.39,入门,1,117,0,0,0,0
Accepted,thisisliang,P1000,,503.06,0.39,入门,1,118,0,0,0,0
Unaccepted,BoringHacker,P1000,,503.06,0.39,入门,0,119,0,0,0,0
Accepted,ZX233333,P1000,,503.06,0.39,入门,1,120,0,0,0,0
Unaccepted,京京1342,P1000,,503.06,0.39,入门,0,121,0,0,0,0
Unaccepted,Lugia0121,P1000,,503.06,0.39,入门,0,122,0,0,0,0
Accepted,ncoheart,P1000,,503.06,0.39,入门,1,123,0,0,0,0
Unaccepted,liujianmingshinidie,P1000,,503.06,0.39,入门,0,124,0,0,0,0
Unaccepted,怎么吃都不饱,P1000,,503.06,0.39,入门,0,125,0,0,0,0
Accepted,LY183492761,P1000,,503.06,0.39,入门,1,126,0,0,0,0
Unaccepted,PetterZhukov,P1000,,503.06,0.39,入门,0,127,0,0,0,0
Unaccepted,WYTttao,P1000,,503.06,0.39,入门,0,128,0,0,0,0
Accepted,hgyjxy18674469817,P1000,,503.06,0.39,入门,1,129,0,0,0,0
Accepted,jo_sen,P1000,,503.06,0.39,入门,1,130,0,0,0,0
Unaccepted,mwj2068472209,P1000,,503.06,0.39,入门,0,131,0,0,0,0
Accepted,why1286354099,P1000,,503.06,0.39,入门,1,132,0,0,0,0
Unaccepted,AAA18947208923,P1000,,503.06,0.39,入门,0,133,0,0,0,0
Accepted,c1010ccrush,P1000,,503.06,0.39,入门,1,134,0,0,0,0
Accepted,wsmnb,P1000,,503.06,0.39,入门,1,135,0,0,0,0
Unaccepted,Barry0903,P1000,,503.06,0.39,入门,0,136,0,0,0,0
Accepted,zxy0523,P1000,,503.06,0.39,入门,1,137,0,0,0,0
Accepted,liudunrui,P1000,,503.06,0.39,入门,1,138,0,0,0,0
Unaccepted,司马仲达1st,P1000,,503.06,0.39,入门,0,139,0,0,0,0
Accepted,落鹰折雁,P1000,,503.06,0.39,入门,1,140,0,0,0,0
Unaccepted,Y3r29K,P1000,,503.06,0.39,入门,0,141,0,0,0,0
Accepted,Lan6626,P1000,,503.06,0.39,入门,1,142,0,0,0,0
Accepted,wsysh,P1000,,503.06,0.39,入门,1,143,0,0,0,0
Unaccepted,郑稀文,P1000,,503.06,0.39,入门,0,144,0,0,0,0
Unaccepted,chen2693105971,P1000,,503.06,0.39,入门,0,145,0,0,0,0
Unaccepted,lwjalyq,P1000,,503.06,0.39,入门,0,146,0,0,0,0
Accepted,小鲸鲲,P1000,,503.06,0.39,入门,1,147,0,0,0,0
Unaccepted,左丞相953105,P1000,,503.06,0.39,入门,0,148,0,0,0,0
Accepted,微冷,P1000,,503.06,0.39,入门,1,149,0,0,0,0
Unaccepted,yuanrunsheng1029,P1000,,503.06,0.39,入门,0,150,0,0,0,0
Accepted,oddy,P1000,,503.06,0.39,入门,1,151,0,0,0,0
Unaccepted,WANwhxwy,P1000,,503.06,0.39,入门,0,152,0,0,0,0
Unaccepted,王昊岩123,P1000,,503.06,0.39,入门,0,153,0,0,0,0
Unaccepted,19827037951smt,P1000,,503.06,0.39,入门,0,154,0,0,0,0
Unaccepted,pingan20091119,P1000,,503.06,0.39,入门,0,155,0,0,0,0
Accepted,Rowling08,P1000,,503.06,0.39,入门,1,156,0,0,0,0
Accepted,linzitong08,P1000,,503.06,0.39,入门,1,157,0,0,0,0
Accepted,tbkgxez,P1000,,503.06,0.39,入门,1,158,0,0,0,0
Unaccepted,ルオ・テンイ,P1000,,503.06,0.39,入门,0,159,0,0,0,0
Unaccepted,ZZ作者,P1000,,503.06,0.39,入门,0,160,0,0,0,0
Unaccepted,undefined_name,P1000,,503.06,0.39,入门,0,161,0,0,0,0
Unaccepted,Dajishuaibi,P1000,,503.06,0.39,入门,0,162,0,0,0,0
Accepted,哈哈哈豆腐花,P1000,,503.06,0.39,入门,1,163,0,0,0,0
Unaccepted,Stylechick_已AFO,P1000,,503.06,0.39,入门,0,164,0,0,0,0
Unaccepted,yspm,P1000,,503.06,0.39,入门,0,165,0,0,0,0
Accepted,VicChan,P1000,,503.06,0.39,入门,1,166,0,0,0,0
Accepted,timeccj,P1000,,503.06,0.39,入门,1,167,0,0,0,0
Unaccepted,OscarZhu,P1000,,503.06,0.39,入门,0,168,0,0,0,0
Accepted,wangruohuan21,P1000,,503.06,0.39,入门,1,169,0,0,0,0
Unaccepted,jiangyiyi,P1000,,503.06,0.39,入门,0,170,0,0,0,0
Unaccepted,epc00,P1000,,503.06,0.39,入门,0,171,0,0,0,0
Accepted,SC__CARTER,P1000,,503.06,0.39,入门,1,172,0,0,0,0
Accepted,林林林LINLIN,P1000,,503.06,0.39,入门,1,173,0,0,0,0
Unaccepted,dydaj12,P1000,,503.06,0.39,入门,0,174,0,0,0,0
Unaccepted,long53560,P1000,,503.06,0.39,入门,0,175,0,0,0,0
Unaccepted,花上品,P1000,,503.06,0.39,入门,0,176,0,0,0,0
Accepted,0921wjk,P1000,,503.06,0.39,入门,1,177,0,0,0,0
Accepted,shangdelong,P1000,,503.06,0.39,入门,1,178,0,0,0,0
Unaccepted,向甜1016,P1000,,503.06,0.39,入门,0,179,0,0,0,0
Accepted,ljrwm,P1000,,503.06,0.39,入门,1,180,0,0,0,0
Accepted,CalvinZzzz,P1000,,503.06,0.39,入门,1,181,0,0,0,0
Accepted,tony_black,P1000,,503.06,0.39,入门,1,182,0,0,0,0
Accepted,蒲冠宏,P1000,,503.06,0.39,入门,1,183,0,0,0,0
Unaccepted,dyyzy,P1000,,503.06,0.39,入门,0,184,0,0,0,0
Accepted,上官秀儿,P1000,,503.06,0.39,入门,1,185,0,0,0,0
Accepted,胡源浩hyh,P1000,,503.06,0.39,入门,1,186,0,0,0,0
Unaccepted,zaozao_zmx,P1000,,503.06,0.39,入门,0,187,0,0,0,0
Accepted,fufufufufu,P1000,,503.06,0.39,入门,1,188,0,0,0,0
Unaccepted,拉格朗月,P1000,,503.06,0.39,入门,0,189,0,0,0,0
Unaccepted,rickwang,P1000,,503.06,0.39,入门,0,190,0,0,0,0
Unaccepted,Fее_cle6418,P1000,,503.06,0.39,入门,0,191,0,0,0,0
Accepted,zjx090217,P1000,,503.06,0.39,入门,1,192,0,0,0,0
Unaccepted,guojiale0713,P1000,,503.06,0.39,入门,0,193,0,0,0,0
Judging,sq114514,P1000,,503.06,0.39,入门,3,194,0,0,0,0
Unaccepted,Lucas墨烟,P1000,,503.06,0.39,入门,0,195,0,0,0,0
Unaccepted,蜉蝣2645981073,P1000,,503.06,0.39,入门,0,196,0,0,0,0
Accepted,lcc020505,P1000,,503.06,0.39,入门,1,197,0,0,0,0
Accepted,joew,P1000,,503.06,0.39,入门,1,198,0,0,0,0
Unaccepted,gmy2009,P1001,,576.31,0.59,入门,0,199,1,0,1,1
Accepted,wanghj25,P1001,,576.31,0.59,入门,1,2,1,0,1,1
Unaccepted,xc20010217,P1001,,576.31,0.59,入门,0,200,1,0,1,1
Accepted,yorkwang,P1001,,576.31,0.59,入门,1,201,1,0,1,1
Accepted,hty20940136,P1001,,576.31,0.59,入门,1,13,1,0,1,1
Accepted,zhouyongqiang,P1001,,576.31,0.59,入门,1,3,1,0,1,1
Accepted,Puddin,P1001,,576.31,0.59,入门,1,202,1,0,1,1
Unaccepted,方块,P1001,,576.31,0.59,入门,0,203,1,0,1,1
Accepted,zhengjianhong,P1001,,576.31,0.59,入门,1,204,1,0,1,1
Unaccepted,qwxxx,P1001,,576.31,0.59,入门,0,5,1,0,1,1
Accepted,xlfish973,P1001,,576.31,0.59,入门,1,205,1,0,1,1
Unaccepted,oypx,P1001,,576.31,0.59,入门,0,206,1,0,1,1
Unaccepted,htzml,P1001,,576.31,0.59,入门,0,207,1,0,1,1
Accepted,Jichenxuan,P1001,,576.31,0.59,入门,1,208,1,0,1,1
Unaccepted,Liutianyou93,P1001,,576.31,0.59,入门,0,14,1,0,1,1
Accepted,zhangjing张璟,P1001,,576.31,0.59,入门,1,209,1,0,1,1
Accepted,LDFldf,P1001,,576.31,0.59,入门,1,210,1,0,1,1
Unaccepted,Raoxiaomi,P1001,,576.31,0.59,入门,0,211,1,0,1,1
Unaccepted,a85653374,P1001,,576.31,0.59,入门,0,212,1,0,1,1
Accepted,俱泸州陈好人,P1001,,576.31,0.59,入门,1,213,1,0,1,1
Accepted,shiguang05930,P1001,,576.31,0.59,入门,1,214,1,0,1,1
Accepted,shuxing,P1001,,576.31,0.59,入门,1,35,1,0,1,1
Accepted,gy_123456,P1001,,576.31,0.59,入门,1,215,1,0,1,1
Unaccepted,Wylh123,P1001,,576.31,0.59,入门,0,216,1,0,1,1
Accepted,Yagoosa,P1001,,576.31,0.59,入门,1,217,1,0,1,1
Unaccepted,060427LJY,P1001,,576.31,0.59,入门,0,218,1,0,1,1
Unaccepted,LI1203,P1001,,576.31,0.59,入门,0,219,1,0,1,1
Accepted,叨叨从零开始,P1001,,576.31,0.59,入门,1,220,1,0,1,1
Accepted,可可萝,P1001,,576.31,0.59,入门,1,221,1,0,1,1
Accepted,zjk123456789,P1001,,576.31,0.59,入门,1,222,1,0,1,1
Accepted,2087210589ljl,P1001,,576.31,0.59,入门,1,23,1,0,1,1
Accepted,yuyan123,P1001,,576.31,0.59,入门,1,223,1,0,1,1
Accepted,hujunhao胡峻豪,P1001,,576.31,0.59,入门,1,224,1,0,1,1
Accepted,Renga丶,P1001,,576.31,0.59,入门,1,52,1,0,1,1
Accepted,caowurui,P1001,,576.31,0.59,入门,1,225,1,0,1,1
Accepted,ymh080727,P1001,,576.31,0.59,入门,1,226,1,0,1,1
Accepted,weizhuang329,P1001,,576.31,0.59,入门,1,24,1,0,1,1
Accepted,三哈,P1001,,576.31,0.59,入门,1,227,1,0,1,1
Unaccepted,落鹰折雁,P1001,,576.31,0.59,入门,0,140,1,0,1,1
Unaccepted,铃音依旧,P1001,,576.31,0.59,入门,0,228,1,0,1,1
Unaccepted,Cc666666,P1001,,576.31,0.59,入门,0,229,1,0,1,1
Accepted,钰光莎莎123,P1001,,576.31,0.59,入门,1,29,1,0,1,1
Accepted,Fuxr,P1001,,576.31,0.59,入门,1,58,1,0,1,1
Accepted,Taozhiyaoyao250,P1001,,576.31,0.59,入门,1,30,1,0,1,1
Accepted,gentlemans1,P1001,,576.31,0.59,入门,1,31,1,0,1,1
Accepted,M_Ardor,P1001,,576.31,0.59,入门,1,230,1,0,1,1
Accepted,jiaowoxiaokuai111,P1001,,576.31,0.59,入门,1,21,1,0,1,1
Accepted,今天你AC了吗？,P1001,,576.31,0.59,入门,1,231,1,0,1,1
Accepted,lujunyin,P1001,,576.31,0.59,入门,1,232,1,0,1,1
Unaccepted,zhao666,P1001,,576.31,0.59,入门,0,233,1,0,1,1
Accepted,Litsev,P1001,,576.31,0.59,入门,1,34,1,0,1,1
Accepted,shiji,P1001,,576.31,0.59,入门,1,234,1,0,1,1
Unaccepted,Chenjiahui,P1001,,576.31,0.59,入门,0,235,1,0,1,1
Accepted,银翼的魔术师,P1001,,576.31,0.59,入门,1,236,1,0,1,1
Accepted,千手修罗,P1001,,576.31,0.59,入门,1,38,1,0,1,1
Accepted,qaz20020816,P1001,,576.31,0.59,入门,1,39,1,0,1,1
Accepted,JLu123,P1001,,576.31,0.59,入门,1,237,1,0,1,1
Accepted,ddcy,P1001,,576.31,0.59,入门,1,238,1,0,1,1
Accepted,Fancyyy,P1001,,576.31,0.59,入门,1,239,1,0,1,1
Accepted,隐隐约约妖艳,P1001,,576.31,0.59,入门,1,240,1,0,1,1
Unaccepted,Lxiansheng,P1001,,576.31,0.59,入门,0,241,1,0,1,1
Unaccepted,Lydia205,P1001,,576.31,0.59,入门,0,242,1,0,1,1
Accepted,QBHN0203,P1001,,576.31,0.59,入门,1,243,1,0,1,1
Accepted,guofeng,P1001,,576.31,0.59,入门,1,244,1,0,1,1
Accepted,没有伟哥帅,P1001,,576.31,0.59,入门,1,245,1,0,1,1
Accepted,爱学习嘀嘀,P1001,,576.31,0.59,入门,1,44,1,0,1,1
Unaccepted,24kHT,P1001,,576.31,0.59,入门,0,246,1,0,1,1
Unaccepted,r7o7l7a7n7d,P1001,,576.31,0.59,入门,0,41,1,0,1,1
Accepted,May597,P1001,,576.31,0.59,入门,1,247,1,0,1,1
Accepted,wztluogu,P1001,,576.31,0.59,入门,1,248,1,0,1,1
Unaccepted,wanyixin_WYX,P1001,,576.31,0.59,入门,0,249,1,0,1,1
Unaccepted,zhuhongbo521,P1001,,576.31,0.59,入门,0,250,1,0,1,1
Accepted,duhongxu,P1001,,576.31,0.59,入门,1,251,1,0,1,1
Accepted,meihao,P1001,,576.31,0.59,入门,1,252,1,0,1,1
Accepted,jsbqk,P1001,,576.31,0.59,入门,1,253,1,0,1,1
Accepted,YIS13,P1001,,576.31,0.59,入门,1,254,1,0,1,1
Accepted,刘小玉l,P1001,,576.31,0.59,入门,1,255,1,0,1,1
Unaccepted,larrygao,P1001,,576.31,0.59,入门,0,36,1,0,1,1
Unaccepted,我爱铃（yuper）,P1001,,576.31,0.59,入门,0,256,1,0,1,1
Accepted,cyy2066270092,P1001,,576.31,0.59,入门,1,257,1,0,1,1
Unaccepted,diyi,P1001,,576.31,0.59,入门,0,258,1,0,1,1
Unaccepted,ak20010203,P1001,,576.31,0.59,入门,0,259,1,0,1,1
Unaccepted,Jeffjiang,P1001,,576.31,0.59,入门,0,19,1,0,1,1
Accepted,杨佳林（2019）,P1001,,576.31,0.59,入门,1,260,1,0,1,1
Accepted,disappoint,P1001,,576.31,0.59,入门,1,33,1,0,1,1
Accepted,Zp1179236587,P1001,,576.31,0.59,入门,1,261,1,0,1,1
Accepted,tsunami,P1001,,576.31,0.59,入门,1,262,1,0,1,1
Unaccepted,CiAFang,P1001,,576.31,0.59,入门,0,263,1,0,1,1
Accepted,tju186,P1001,,576.31,0.59,入门,1,40,1,0,1,1
Accepted,wyh741852963,P1001,,576.31,0.59,入门,1,264,1,0,1,1
Accepted,星河_潜行,P1001,,576.31,0.59,入门,1,265,1,0,1,1
Unaccepted,Asrive,P1001,,576.31,0.59,入门,0,266,1,0,1,1
Accepted,Lucky_,P1001,,576.31,0.59,入门,1,267,1,0,1,1
Accepted,周沐明zmm666,P1001,,576.31,0.59,入门,1,268,1,0,1,1
Accepted,david_66,P1001,,576.31,0.59,入门,1,269,1,0,1,1
Accepted,瀚海信竟dhy,P1001,,576.31,0.59,入门,1,50,1,0,1,1
Unaccepted,骑着猪的鹅,P1001,,576.31,0.59,入门,0,270,1,0,1,1
Accepted,xingjiahui,P1001,,576.31,0.59,入门,1,49,1,0,1,1
Accepted,王浩瀚2008,P1001,,576.31,0.59,入门,1,271,1,0,1,1
Accepted,袁世凯4455,P1001,,576.31,0.59,入门,1,272,1,0,1,1
Accepted,haczzyl,P1001,,576.31,0.59,入门,1,273,1,0,1,1
Accepted,ce123,P1001,,576.31,0.59,入门,1,274,1,0,1,1
Unaccepted,hangchu,P1001,,576.31,0.59,入门,0,275,1,0,1,1
Unaccepted,怎么吃都不饱,P1001,,576.31,0.59,入门,0,125,1,0,1,1
Unaccepted,yingjingxu,P1001,,576.31,0.59,入门,0,57,1,0,1,1
Unaccepted,stranger_74,P1001,,576.31,0.59,入门,0,54,1,0,1,1
Unaccepted,Harker,P1001,,576.31,0.59,入门,0,111,1,0,1,1
Unaccepted,luanshangbo,P1001,,576.31,0.59,入门,0,43,1,0,1,1
Accepted,canlan星河,P1001,,576.31,0.59,入门,1,276,1,0,1,1
Accepted,lizhaoqiang,P1001,,576.31,0.59,入门,1,277,1,0,1,1
Unshown,,P1001,,576.31,0.59,入门,2,46,1,0,1,1
Unaccepted,✨USTCJYZ✨,P1001,,576.31,0.59,入门,0,278,1,0,1,1
Accepted,Lucifer1,P1001,,576.31,0.59,入门,1,61,1,0,1,1
Unaccepted,AusnUnia,P1001,,576.31,0.59,入门,0,66,1,0,1,1
Unaccepted,wangshiyang,P1001,,576.31,0.59,入门,0,279,1,0,1,1
Accepted,哈哈哥598,P1001,,576.31,0.59,入门,1,280,1,0,1,1
Accepted,创新,P1001,,576.31,0.59,入门,1,281,1,0,1,1
Accepted,LforikX,P1001,,576.31,0.59,入门,1,282,1,0,1,1
Accepted,HHHyuewei,P1001,,576.31,0.59,入门,1,283,1,0,1,1
Unaccepted,mxchxydwtx,P1001,,576.31,0.59,入门,0,284,1,0,1,1
Accepted,cgy陈冠宇,P1001,,576.31,0.59,入门,1,69,1,0,1,1
Unaccepted,小呆呆,P1001,,576.31,0.59,入门,0,285,1,0,1,1
Unaccepted,suansuan20071031,P1001,,576.31,0.59,入门,0,286,1,0,1,1
Accepted,末路江郎,P1001,,576.31,0.59,入门,1,287,1,0,1,1
Accepted,wryyyyyyyy,P1001,,576.31,0.59,入门,1,72,1,0,1,1
Unaccepted,八嘎压路,P1001,,576.31,0.59,入门,0,288,1,0,1,1
Unaccepted,MagicPF,P1001,,576.31,0.59,入门,0,289,1,0,1,1
Accepted,xuxianzhi111,P1001,,576.31,0.59,入门,1,290,1,0,1,1
Accepted,a2480093,P1001,,576.31,0.59,入门,1,291,1,0,1,1
Accepted,为你写诗,P1001,,576.31,0.59,入门,1,292,1,0,1,1
Unaccepted,钟鸣谦ZMQ,P1001,,576.31,0.59,入门,0,293,1,0,1,1
Accepted,沉郁,P1001,,576.31,0.59,入门,1,294,1,0,1,1
Unaccepted,慕与灵先生的,P1001,,576.31,0.59,入门,0,295,1,0,1,1
Unaccepted,Hzy82625,P1001,,576.31,0.59,入门,0,296,1,0,1,1
Unaccepted,Layznana,P1001,,576.31,0.59,入门,0,297,1,0,1,1
Accepted,aiser520,P1001,,576.31,0.59,入门,1,298,1,0,1,1
Unaccepted,tygjhyuk,P1001,,576.31,0.59,入门,0,299,1,0,1,1
Unaccepted,yangdan1992,P1001,,576.31,0.59,入门,0,300,1,0,1,1
Accepted,shenlan1226,P1001,,576.31,0.59,入门,1,76,1,0,1,1
Accepted,dyh0204,P1001,,576.31,0.59,入门,1,301,1,0,1,1
Accepted,Chrora,P1001,,576.31,0.59,入门,1,77,1,0,1,1
Unaccepted,oujunsong,P1001,,576.31,0.59,入门,0,302,1,0,1,1
